Saint Louis|MO|63123|38.5559|-90.2819
Saint Louis|MO|63124|38.6574|-90.3569
Saint Louis|MO|63125|38.5510|-90.2783
Saint Louis|MO|63126|38.5431|-90.3724
Saint Louis|MO|63127|38.5513|-90.4089
Saint Louis|MO|63128|38.4846|-90.3883
Saint Louis|MO|63129|38.4886|-90.3474
Saint Louis|MO|63130|38.6578|-90.3073
Saint Louis|MO|63131|38.6035|-90.4337
Saint Louis|MO|63132|38.6683|-90.3600
Saint Louis|MO|63133|38.6708|-90.2886
Saint Louis|MO|63134|38.7272|-90.3533
Saint Louis|MO|63135|38.7398|-90.3035
Saint Louis|MO|63136|38.7074|-90.2577
Saint Louis|MO|63137|38.7533|-90.1934
Saint Louis|MO|63138|38.7703|-90.1820
Saint Louis|MO|63139|38.6058|-90.2922
Saint Louis|MO|63140|38.7380|-90.3240
Saint Louis|MO|63141|38.6682|-90.4417
Saint Louis|MO|63143|38.6150|-90.3189
Saint Louis|MO|63144|38.6238|-90.3522
Saint Louis|MO|63145|38.7415|-90.3647
Saint Louis|MO|63146|38.6981|-90.4640
Saint Louis|MO|63147|38.7185|-90.2334
Saint Louis|MO|63150|38.6261|-90.1934
Saint Louis|MO|63151|38.4677|-90.3055
Saint Louis|MO|63155|38.6290|-90.2058
Saint Louis|MO|63156|38.6372|-90.2449
Saint Louis|MO|63157|38.6278|-90.1996
Saint Louis|MO|63158|38.6278|-90.1996
Saint Louis|MO|63160|38.6265|-90.1889
Saint Louis|MO|63163|38.6278|-90.1996
Saint Louis|MO|63164|38.6187|-90.1987
Saint Louis|MO|63166|38.6290|-90.2058
Saint Louis|MO|63167|38.6693|-90.3998
Saint Louis|MO|63169|38.6278|-90.1996
Saint Louis|MO|63171|38.6278|-90.1996
Saint Louis|MO|63177|38.6290|-90.2058
Saint Louis|MO|63178|38.6290|-90.2058
Saint Louis|MO|63179|38.6278|-90.1996
Saint Louis|MO|63180|38.6290|-90.2058
Saint Louis|MO|63182|38.6272|-90.3115
Saint Louis|MO|63188|38.6278|-90.1996
Saint Louis|MO|63190|38.6268|-90.3113
Saint Louis|MO|63195|38.6278|-90.1996
Saint Louis|MO|63196|38.6358|-90.2452
Saint Louis|MO|63197|38.6278|-90.1996
Saint Louis|MO|63198|38.6289|-90.2048
Saint Louis|MO|63199|38.6262|-90.1975
Saint Louis|MO|63301|38.7855|-90.4858
Saint Louis|MO|63302|38.7823|-90.4860
Saint Louis|MO|63303|38.7596|-90.5207
Saint Louis|MO|63304|38.7376|-90.6227
Saint Louis|MO|63332|38.5747|-90.8794
Saint Louis|MO|63338|38.7459|-90.6529
Saint Louis|MO|63341|38.6785|-90.8085
Saint Louis|MO|63342|38.6042|-90.9967
Saint Louis|MO|63383|38.8120|-91.1437
Saint Louis|MO|63385|38.8133|-90.8580
Saint Louis|MO|63386|38.8670|-90.2226
Saint Louis|MO|63389|38.9960|-90.7403
Saint Louis|MO|63390|38.8788|-91.0007
Saint Louis|MO|63030|38.1655|-90.7364
Saint Louis|MO|63031|38.8075|-90.3607
Saint Louis|MO|63032|38.8025|-90.3111
Saint Louis|MO|63033|38.8071|-90.2978
Saint Louis|MO|63034|38.8182|-90.2866
